name,lat,lon,temp,humidity,temp_max,clouds,wind,country,city_id,date
mega,4.05,38.3,78.6,16,78.6,100,6.64,ET,331259,1643719991
sao filipe,14.8961,-24.4956,76.93,67,76.93,100,4.79,CV,3374210,1643719991
eyl,7.9803,49.8164,82.53,60,82.53,96,22.7,SO,60019,1643719992
gualdo tadino,43.2317,12.781,48.83,41,51.51,4,5.99,IT,6536873,1643719992
novopokrovka,49.8425,36.5477,32.38,88,32.38,76,9.66,UA,699328,1643719993
pemangkat,1.1667,108.9667,78.76,86,78.76,66,9.35,ID,1631637,1643719993
tsabong,-26.0217,22.401,84.45,44,84.45,100,16.13,BW,932987,1643719993
labrea,-7.2586,-64.7981,78.62,85,78.62,53,3.71,BR,3663684,1643719994
guangyuan,32.442,105.823,40.68,68,40.68,100,5.12,CN,1806466,1643719996
khani,41.9563,42.9566,44.17,95,44.17,89,3.69,GE,610864,1643719996
ermioni,37.3869,23.2442,61.93,66,62.46,7,23.51,GR,262607,1643719997
shizunai,42.3339,142.3669,25.79,75,25.79,78,9.86,JP,2128025,1643719997
ginda,30.6945,78.4932,41.34,53,41.34,0,3.58,IN,1253628,1643719997
conceicao do araguaia,-8.2578,-49.2647,82.2,73,82.2,23,0.45,BR,3401845,1643719998
te horo,-40.8084,175.1233,64.83,86,70.11,100,4.0,NZ,2184904,1643719998
pahalgam,34.0333,75.3333,18.81,73,18.81,6,11.16,IN,1260880,1643719998
saint anthony,45.0205,-93.218,25.9,71,32.25,100,8.01,US,5044290,1643719999
ust-nera,64.5667,143.2,-4.34,100,-4.34,100,5.61,RU,2120048,1643719999
boa vista,2.8197,-60.6733,80.58,65,80.58,75,13.8,BR,3664980,1643719864
provideniya,64.3833,-173.3,4.57,67,4.57,41,24.2,RU,4031574,1643720002
faanui,-16.4833,-151.75,80.85,75,80.85,6,18.68,PF,4034551,1643720002
honiara,-9.4333,159.95,77.41,88,77.41,100,3.11,SB,2108502,1643720002
port hawkesbury,45.6169,-61.3485,15.21,84,18.59,100,7.0,CA,6111867,1643720002
campo formoso,-10.5075,-40.3214,81.57,53,81.57,0,8.46,BR,3467760,1643719927
escarcega,18.6089,-90.7454,64.0,94,64.0,13,4.23,MX,3527795,1643720003
pingliang,35.5392,106.6861,14.85,96,14.85,100,4.43,CN,1798760,1643720003
rock sound,24.9,-76.2,69.06,55,69.06,100,15.17,BS,3571592,1643720003
ulaangom,49.9811,92.0667,-21.87,95,-21.87,96,2.86,MN,1515029,1643720004
port blair,11.6667,92.75,78.84,69,78.84,20,4.61,IN,1259385,1643720006
esik,43.3552,77.4525,22.42,70,22.42,2,6.91,KZ,1523741,1643720007
suhbaatar,50.2314,106.2078,-11.54,99,-11.54,96,2.95,MN,2029156,1643720007
dasoguz,41.8363,59.9666,44.55,70,44.55,10,13.8,TM,601734,1643720007
tiarei,-17.5333,-149.3333,77.02,77,77.02,20,18.79,PF,4033356,1643720008
siva,29.2041,25.5195,62.4,34,62.4,0,14.79,EG,347863,1643720008
goreloye,52.937,41.5043,29.34,91,29.34,100,15.41,RU,560138,1643720009
varhaug,58.6147,5.6457,42.69,83,44.15,100,31.27,NO,3132644,1643720009
hermitage,41.2334,-80.4487,20.23,79,23.54,100,1.99,US,5193309,1643720009
aykhal,66.0,111.5,-24.21,100,-24.21,17,3.71,RU,2027296,1643720010
whitecourt,54.1502,-115.6855,-3.39,86,-3.39,100,6.73,CA,6180285,1643720012
vila do maio,15.1333,-23.2167,79.59,82,79.59,100,10.27,CV,3374120,1643720012
garowe,8.4054,48.4845,88.56,29,88.56,95,7.47,SO,58933,1643720013
caceres,39.522,-6.3748,60.8,46,60.8,0,6.49,ES,2520610,1643720013
kenora,49.8167,-94.4337,25.25,93,25.77,100,9.22,CA,5991056,1643719818
mareeba,-17.0,145.4333,76.39,95,76.44,100,1.52,AU,2158767,1643720014
sibolga,1.7427,98.7792,78.1,87,78.1,100,1.41,ID,1213855,1643720014
nemuro,43.3236,145.575,24.85,74,24.85,10,14.03,JP,2128975,1643720014
pangnirtung,66.1451,-65.7125,-27.4,75,-27.4,0,4.61,CA,6096551,1643720015
saint george,37.1041,-113.5841,39.4,43,41.95,0,1.99,US,5546220,1643719771
kanniyakumari,8.0833,77.5667,81.18,74,81.18,16,14.99,IN,1268008,1643720017
san policarpo,12.1791,125.5072,78.13,85,78.13,100,8.19,PH,1688696,1643720018
burnie,-41.0667,145.9167,53.94,70,58.91,15,14.9,AU,2173125,1643720018
yerbogachen,61.2767,108.0108,-25.6,100,-25.6,51,2.37,RU,2012956,1643720018
hailar,49.2,119.7,-23.37,100,-23.37,73,4.12,CN,2037078,1643720019
fatehpur,25.9333,80.8,63.57,55,63.57,0,6.08,IN,1271912,1643720019
galesong,-5.3166,119.3661,80.62,82,80.62,21,6.82,ID,1644605,1643720019
marsa matruh,31.3525,27.2453,64.6,48,64.6,40,14.97,EG,352733,1643720020
goderich,43.7501,-81.7165,26.49,63,26.92,100,12.66,CA,5962442,1643719667
tomatlan,19.9333,-105.25,60.69,38,60.69,0,2.13,MX,3981391,1643720020
rancho palos verdes,33.7445,-118.387,51.19,93,54.1,100,3.0,US,5386035,1643720022
marystown,47.1666,-55.1483,28.85,100,28.85,86,5.01,CA,6067472,1643720023
robe,-37.1833,139.75,59.61,55,59.61,34,20.89,AU,2062381,1643720023
seguela,7.9611,-6.6731,94.68,8,94.68,87,7.11,CI,2596934,1643720024
auki,-8.7676,160.7034,78.17,83,78.17,100,4.59,SB,2109701,1643720024
lakatoro,-16.0999,167.4164,79.72,83,79.72,100,5.28,VU,2136697,1643720024
necochea,-38.5473,-58.7368,75.04,33,75.04,0,22.93,AR,3430443,1643720025
teluk nibung,3.001,99.8164,78.91,82,78.91,90,3.47,ID,1213493,1643720025
ballarat,-37.5662,143.8496,54.95,85,54.99,48,9.37,AU,2177091,1643719821
udachnyy,66.4167,112.4,-34.85,100,-34.85,36,2.57,RU,2014624,1643720025
abu samrah,35.3029,37.1841,55.69,50,55.69,13,6.89,SY,172515,1643720028
sarapul,56.4763,53.7978,27.41,96,27.41,100,14.34,RU,498687,1643720028
kuala terengganu,5.3302,103.1408,82.35,78,82.35,40,3.44,MY,1734705,1643720028
indianola,41.3581,-93.5574,33.44,82,37.89,46,5.93,US,4861719,1643720029
uribia,11.7139,-72.266,78.08,74,78.08,16,8.84,CO,3666409,1643720029
salinas,36.6777,-121.6555,44.4,87,50.97,0,5.75,US,5391295,1643720030
okhotsk,59.3833,143.3,4.77,80,4.77,87,15.95,RU,2122605,1643720030
nueva germania,-23.9,-56.5667,91.49,41,91.49,7,4.05,PY,3437653,1643720030
moree,-29.4667,149.85,78.82,69,78.82,100,6.91,AU,2156927,1643720031
calabozo,8.9242,-67.4293,81.05,57,81.05,4,9.19,VE,3647444,1643720032
el triunfo,-1.9333,-79.9667,73.02,88,73.76,98,1.23,EC,3658053,1643720036
piuma,-20.8378,-40.7219,84.94,66,84.94,97,1.86,BR,3453435,1643720036
rio gallegos,-51.6226,-69.2181,50.05,50,50.05,20,41.43,AR,3838859,1643719895
shelburne,44.0787,-80.2041,17.92,83,21.09,99,13.24,CA,6145890,1643719923
itupeva,-23.1531,-47.0578,72.19,94,76.12,40,6.91,BR,3460516,1643719815
mato verde,-15.3972,-42.8664,80.76,70,80.76,100,1.72,BR,3457398,1643720037
muroto,33.2833,134.15,47.8,53,47.8,11,17.29,JP,1856392,1643720037
klaksvik,62.2266,-6.589,34.72,91,34.72,99,45.1,FO,2618795,1643720038
krasnoselkup,65.7,82.4667,7.23,96,7.23,99,8.37,RU,1502073,1643720038
vestmanna,62.1564,-7.1664,32.92,86,32.92,100,28.77,FO,2610343,1643720038
carutapera,-1.195,-46.02,80.78,86,80.78,97,7.34,BR,3402648,1643720041
camopi,3.1655,-52.3158,75.79,93,75.79,98,2.44,GF,3382226,1643720041
champerico,14.3,-91.9167,73.9,78,75.04,0,3.22,GT,3598787,1643720041
freeport,40.6576,-73.5832,22.6,74,28.96,0,1.99,US,5117949,1643719969
solnechnyy,50.7214,136.6319,-2.36,99,-2.36,94,2.57,RU,2016307,1643720042
kuusamo,65.9667,29.1833,10.44,85,10.44,100,5.75,FI,649924,1643720042
gamba,-2.65,10.0,83.71,67,83.71,57,10.38,GA,2400547,1643720042
mocuba,-16.8392,36.9856,87.93,54,87.93,38,3.38,MZ,1024312,1643720043
aginskoye,51.1,114.53,-12.59,95,-12.59,7,6.11,RU,2028078,1643720043
tigil,57.8,158.6667,2.39,93,2.39,100,3.53,RU,2120612,1643720044
aracati,-4.5617,-37.7697,88.23,48,88.23,8,11.27,BR,3407378,1643720046
rudsar,37.1376,50.288,55.38,63,60.85,50,2.55,IR,118191,1643720046
bowen,-20.0167,148.2333,79.02,77,79.02,27,5.97,AU,2174444,1643720047
gengenbach,48.4,8.0167,38.59,70,40.71,100,8.99,DE,2921355,1643720047
manacapuru,-3.2997,-60.6206,79.38,89,79.38,65,6.04,BR,3663529,1643720047
pucallpa,-8.3791,-74.5539,78.39,68,78.39,79,2.77,PE,3693345,1643720048
carlos chagas,-17.7031,-40.7664,81.59,71,81.59,100,3.98,BR,3466931,1643719996
berlevag,70.8578,29.0864,15.6,80,15.6,63,11.23,NO,780687,1643720048
kangaatsiaq,68.3065,-53.4641,3.15,96,3.15,100,8.32,GL,3422683,1643720048
binghamton,42.0987,-75.918,13.21,73,18.48,11,8.01,US,5109177,1643720049
tual,-5.6667,132.75,83.88,73,83.88,100,13.85,ID,1623197,1643720051
bacolod,10.6667,122.95,77.31,86,77.31,100,10.92,PH,1729564,1643719872
iba,15.3667,120.0333,77.14,77,77.14,1,5.19,PH,1711447,1643720051
saint-pierre,-21.3393,55.4781,82.65,83,89.24,100,20.71,RE,935214,1643720052
tikapur,28.5,81.1333,59.13,58,59.13,0,3.69,NP,1282666,1643720052
belaya gora,68.5333,146.4167,-10.88,94,-10.88,100,4.43,RU,2126785,1643720053
novoderevyankovskaya,46.3231,38.7472,41.76,77,41.76,100,9.48,RU,518944,1643720053
belogorsk,50.9158,128.4611,-15.61,100,-15.61,27,4.5,RU,2026895,1643720053
sar-e pul,35.8333,66.1667,40.84,53,40.84,100,6.67,AF,1127106,1643720054
mount pleasant,32.7941,-79.8626,43.39,92,46.99,0,1.99,US,4588165,1643720054
asau,46.4333,26.4,40.93,47,40.95,100,3.31,RO,686090,1643720057
rognan,67.0953,15.3878,20.88,67,23.14,100,9.62,NO,3141548,1643720057
temerloh,3.4483,102.4176,78.69,75,78.69,89,5.32,MY,1735022,1643720058
najran,17.4924,44.1277,86.65,17,86.65,15,13.67,SA,103630,1643720059
lata,40.1629,-8.3327,59.29,41,65.35,0,10.56,PT,2738381,1643720059
santa lucia,27.9117,-15.5407,63.7,43,66.76,0,9.22,ES,2511150,1643720060
atar,20.5169,-13.0499,93.25,15,93.25,92,19.57,MR,2381334,1643720061
dinar,38.065,30.1656,39.16,100,39.16,100,8.95,TR,316634,1643720061
alexandria,31.2156,29.9553,66.16,55,66.16,40,6.91,EG,361058,1643719846
belle fourche,44.6714,-103.8522,16.3,49,21.51,24,17.4,US,5762718,1643720062
kristiinankaupunki,62.2743,21.376,14.9,92,14.9,100,4.12,FI,650769,1643720064
vao,-22.6667,167.4833,76.19,79,76.19,100,10.2,NC,2137773,1643720065
parana,-31.732,-60.5238,76.6,57,77.58,0,9.69,AR,3841956,1643719914
dalvik,65.9702,-18.5286,19.33,73,19.33,12,8.14,IS,2632287,1643720065
abashiri,44.0213,144.2697,23.95,92,23.95,76,5.44,JP,2130741,1643720065
chiradzulu,-15.6746,35.1407,74.91,73,74.91,77,5.88,MW,930580,1643720066
svetlyy,54.675,20.1347,35.65,70,35.65,100,13.76,RU,485660,1643720066
porto velho,-8.7619,-63.9039,77.05,88,77.05,40,4.61,BR,3662762,1643720008
sept-iles,50.2001,-66.3821,-9.2,78,-8.95,20,1.99,CA,6144312,1643720067
baft,29.234,56.6057,47.35,64,47.35,99,24.18,IR,390054,1643720067
fare,-16.7,-151.0167,80.31,76,80.31,5,18.05,PF,4034496,1643720069
huilong,31.8111,121.655,41.88,68,42.04,17,10.96,CN,1806840,1643720070
nha trang,12.25,109.1833,75.2,90,75.2,0,6.55,VN,1572151,1643720070
horki,54.2861,30.9842,26.58,93,26.58,100,11.86,BY,627905,1643720070
dourbali,11.8091,15.8632,82.38,10,82.38,4,4.81,TD,2433055,1643720071
puerto escondido,15.85,-97.0667,70.63,88,70.63,0,4.61,MX,3520994,1643720071
salta,-24.7859,-65.4117,68.2,75,70.57,40,3.44,AR,3838233,1643719832
egvekinot,66.3167,-179.1667,-0.81,67,-0.81,100,14.72,RU,4031742,1643720072
nanakuli,21.3906,-158.1547,68.04,88,73.35,0,3.44,US,5851349,1643720072
rockhampton,-23.3833,150.5,80.49,78,80.49,100,9.22,AU,2151437,1643719924
